date,time,group,subject,build,consentq_response,,last30days_response,recentgame1_response,recentgame2_response,recentgame3_response,recentgame4_response,recentgame5_response,playfrequency1_response,playfrequency2_response,playfrequency3_response,playfrequency4_response,playfrequency5_response,sliderviolence1_response,Freqviolence1,sliderviolence2_response,Freqviolence2,sliderviolence3_response,Freqviolence3,sliderviolence4_response,Freqviolence4,sliderviolence5_response,Freqviolence5,Averagefrequencyviolence,Age,Gender,country_response,subject,Gameplayed,VorNV,scoreingameplayed_response,Selfscore,stface1,stface1score,stface2,stface2score,stface3,stface3score,stface4,stface4score,stface5,stface5score,stface6,stface6score,TotalSTScore,ltface1,ltface1score,ltface2,ltface2score,ltface3,ltface3score,ltface4,ltface4,ltface5,ltface5score,ltface6,ltface6,TotalLTScore,Sexuality,Kinsey,relationshipstatus_response,lengthofrelationship_response,ageofpartner_response,mvscaleselfdesirability_response,mvscaleothersdesirability_response,mvscalecomparison_response,mvscalecatch_response,MV1Total,mv1_response,mv2_response,mv3_response,mv3reverse,mv4_response,mv5_response,mv6_response,mv7_response,mv8_response,mv9_response,mv10_response,mv10reverse,mv11_response,mv12_response,mv13_response,mv13reverse,mv14_response,mv15_response,mv16_response,mv17_response,mv18_response,mv19_response,mv20_response,mv21_response,mv22_response,MV2Total,Mvfactorviewofoppositesex,Mvfactorsociality,Mvfactorparenting,Mvfactorwealth,Mvfactorlooks,Mvfactorrelationshiphistory,MvFactorfearoffailure,MV2Average,Matevalue,sgaq1_response,sgaq3_response,sgaq5_response,sgaq7_response,sgaq2_response,sgaq4_response,sgaq6_response,sgaq8_response,SGAAverage,hos1_response,hos2_response,hos3_response,hos4_response,hos5_response,hos6_response,HostilityTotal,whystrongsexy_response,whyattractive_response,whytough_response,whyconfident_response,MMTotal,soirq1_response,soirq1score,soirq2_response,soirq2score,soirq3_response,soirq3score,soirq4_response,soirq5_response,soirq6_response,soirq6reverse,soirq7_response,soirq8_response,soirq9_response,soirq10_response,SOIRbehaviouralfacet,SOIRattitudefacet,SOIRdesirefacet,SOIRTotal,troubleunderstanding_response,furtherquestions_response,Removedata,Reasonforremoval
83115,8:35:37,972435857,554591738,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Pet Rescue Saga,Candy Crush Saga,Candy Crush Soda Saga,Hanging With Friends,Words With Friends,6,6,5,4,4,1,6,1,6,1,5,1,4,1,4,5,31,Female,United States,78533445,perfectbalance.html,NV,3302,4,mface1.2,1,mface2,0,mface3.2,1,mface4,0,mface5,0,mface6.2,1,3,mface1.2,1,mface2.2,1,mface3.2,1,mface4.2,1,mface5.2,1,mface6.2,1,6,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,6,6,5,6,23,5,7,5,3,7,5,5,5,5,1,1,7,7,6,3,5,5,5,7,5,1,5,7,6,6,115,5.5,5,7,1,7,5,5,5.227272727,5.307692308,1,1,1,2,7,6,4,2,2.666666667,1,1,1,1,1,1,6,1,5,1,5,12,1,2,1,2,1,2,1,1,9,1,9,2,2,2,6,3,6,15,No,no,No,
83115,9:55:51,306112490,564647857,4.0.8.0,"Yes, I consent to participate in this study",,Yes,World of Warcraft,Angry Birds Friends,Candy Crush Saga,Infectonator,"Plague, Inc.",4,7,7,4,4,6,24,1,7,1,7,6,24,3,12,14.8,40,Female,United States,792629643,moremindlessviolence.html,V,3,2,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,3,3,3,3,12,4,5,3,5,7,3,3,3,2,1,1,7,2,3,3,5,3,5,5,3,1,2,5,3,3,80,3.166666667,3.2,4.666666667,1,5,3.5,6,3.636363636,3.538461538,3,4,3,3,7,5,5,1,4,1,1,1,1,1,1,6,3,2,3,3,11,1,2,5--6,6,5--6,6,9,6,4,6,9,2,2,2,14,21,6,41,No,,No,
83115,9:25:24,487793058,566813332,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Call of Duty,Sunset Overdrive,FIFA,Dead Island,Grand Theft Auto,7,6,4,4,3,7,49,6,36,1,4,6,18,5,15,24.4,46,Female,United States,800544130,deanimator.html,V,15,1,mface1,0,mface2,0,mface3,0,mface4,0,mface5.2,1,mface6.2,1,2,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5.2,1,mface6.2,1,3,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,Older,3,3,2,3,11,5,7,1,7,7,1,2,1,1,1,2,6,7,1,6,2,1,2,2,1,1,1,4,1,2,63,2,1.2,7,1,3,1.5,6.5,2.863636364,2.846153846,1,2,5,6,7,1,7,4,1.333333333,1,1,1,1,1,1,6,2,1,2,1,6,1,2,2,3,2,3,7,3,8,2,9,1,2,1,8,12,4,24,No,The controls of the game were a little bit hard to get used to. Despite aiming at the Zombies they didn't always get hit.,No,
83115,9:39:53,565570409,5679889,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Candy Crush,NFL Madden,,,,7,5,1,1,1,2,14,3,15,,0,,0,,0,5.8,43,Female,USA,811145007,gunblood.html,V,0,1,mface1,0,mface2.2,1,mface3.2,1,mface4,0,mface5,0,mface6.2,1,3,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5.2,1,mface6.2,1,3,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,5,5,5,5,20,6,7,5,3,6,5,6,5,6,3,3,5,6,6,2,6,3,5,6,6,6,5,6,1,6,114,4.666666667,5.6,6.333333333,4.5,6,5,4,5.181818182,5.153846154,5,5,6,5,7,3,6,1,4.333333333,1,1,1,1,1,1,6,6,6,6,5,23,1,2,0,1,0,1,1,1,9,1,9,3,3,1,4,3,7,14,No,,No,
83115,9:39:26,448300437,576874693,4.0.8.0,"Yes, I consent to participate in this study",,Yes,The Sims,,,,,6, , , , ,1,6,,,,,,,,,6,23,Female,USA,832670002,bubbleshooter.html,NV,799,3,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5,0,mface6.2,1,2,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,5,5,5,5,20,5,5,1,7,7,1,5,1,1,1,1,7,5,5,7,1,5,5,6,1,1,5,5,5,5,89,5,1,5.666666667,1,5.5,5,7,4.045454545,4.192307692,1,1,6,5,7,2,6,7,1.333333333,1,1,4,1,1,1,9,1,1,1,1,4,1,2,1,2,1,2,9,1,7,3,9,3,3,3,6,13,9,28,No,,No,
83115,14:23:14,484005961,589332141,4.0.8.0,"Yes, I consent to participate in this study",,Yes,battlefield 4,candy crush soda saga,,,,5,4, , , ,6,30,1,4,,,,,,,17,32,Female,usa,839773719,gunblood.html,V,16,2,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5.2,1,mface6.2,1,3,mface1,0,mface2,0,mface3,0,mface4.2,1,mface5.2,1,mface6,0,2,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,4,4,4,4,16,5,5,3,5,6,3,5,3,3,3,2,6,3,4,3,5,3,3,5,3,3,3,3,5,4,88,4.333333333,3.4,4.666666667,3,4,3,5.5,4,4,3,3,3,3,6,3,3,5,3,1,1,1,1,1,1,6,3,3,3,3,12,1,2,0,1,1,2,1,1,9,1,9,1,1,1,5,3,3,11,No,,No,
83115,8:31:57,576848297,595906783,4.0.8.0,"Yes, I consent to participate in this study",,Yes,fifa 15,grand theft auto,nhl 08,,,6,7,4, , ,2,12,6,42,3,12,,,,,22,37,Female,usa,840993132,moremindlessviolence.html,V,24,4,mface1,0,mface2,0,mface3,0,mface4.2,1,mface5.2,1,mface6,0,2,mface1,0,mface2.2,1,mface3,0,mface4.2,1,mface5,0,mface6.2,1,3,1,1,Single, , ,4,4,4,4,16,5,6,3,5,6,1,3,1,2,1,2,6,6,3,7,1,3,5,6,1,2,3,5,7,5,83,4.333333333,1.2,6,1.5,5.5,4,5.5,3.772727273,3.807692308,5,6,3,2,7,6,3,6,5.666666667,2,1,4,1,1,3,12,2,1,2,3,8,1,2,1,2,3,4,7,3,8,2,9,4,4,3,8,12,11,31,No,no problems,No,
83115,9:28:08,537315472,595968918,4.0.8.0,"Yes, I consent to participate in this study",,Yes,candy crush,assassins creed,call of duty,bio shock,rainbow 6 vegas,5,4,4,3,4,1,5,6,24,7,28,6,24,7,28,21.8,27,Female,USA,841334242,perfectbalance.html,NV,1000,5,mface1,0,mface2.2,1,mface3.2,1,mface4.2,1,mface5,0,mface6,0,3,mface1.2,1,mface2.2,1,mface3,0,mface4.2,1,mface5,0,mface6,0,3,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,6,6,5,5,22,5,7,2,6,7,3,4,2,3,2,1,7,3,3,3,5,1,2,5,2,2,2,5,1,5,82,3.166666667,3,5.666666667,2,5,2,6.5,3.727272727,4,5,3,6,3,7,5,5,1,4.333333333,1,1,1,1,1,1,6,5,5,6,6,22,1,2,3,4,1,2,6,5,6,4,9,4,2,6,8,15,12,35,No,I had alot of fun with this study thank you,No,
83115,7:32:59,463623997,601115378,4.0.8.0,"Yes, I consent to participate in this study",,Yes,World of Warcraft,Grand Theft Auto 5,,,,7,4, , , ,5,35,7,28,,,,,,,31.5,38,Female,USA,841971875,bubbleshooter.html,NV,880,3,mface1.2,1,mface2.2,1,mface3.2,1,mface4,0,mface5.2,1,mface6.2,1,5,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6.2,1,1,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,5,5,3,5,18,3,6,1,7,5,5,5,3,5,3,2,6,2,5,3,5,5,5,5,3,2,3,5,3,5,96,4.333333333,4.2,4.333333333,2.5,5,4,6.5,4.363636364,4.384615385,1,1,3,5,7,2,5,5,1.333333333,1,1,1,1,2,2,8,3,3,3,3,12,1,2,0,1,0,1,3,1,9,1,9,4,2,2,4,5,8,17,No,,No,
83115,6:16:59,244020016,601191821,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Sonic,,,,,4, , , , ,2,8,,,,,,,,,8,27,Female,United States,842877905,moremindlessviolence.html,V,20,1,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,1,mface1,0,mface2.2,1,mface3.2,1,mface4.2,1,mface5,0,mface6.2,1,4,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,6,5,6,6,23,6,7,3,5,7,5,6,4,4,1,1,7,7,5,2,6,1,6,6,5,2,1,5,6,5,107,4.833333333,4.8,7,1.5,5.5,3.5,6,4.863636364,5,5,4,2,2,7,3,7,2,4,1,1,1,1,1,1,6,1,1,1,1,4,1,2,20+,9,20+,9,6,3,9,1,9,2,2,2,20,10,6,36,No,i experienced no problems.,No,
83115,12:50:37,801403740,604661422,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Criminal Case,Candy Crush,Farm Heroes Saga,Papa Pear Saga,Words with Friends,7,7,7,7,7,3,21,1,7,1,7,1,7,1,7,9.8,45,Female,USA,844863929,gunblood.html,V,23,1,mface1,0,mface2,0,mface3,0,mface4,0,mface5.2,1,mface6.2,1,2,mface1,0,mface2,0,mface3.2,1,mface4,0,mface5,0,mface6.2,1,2,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,7,7,6,6,26,6,7,1,7,7,2,3,2,2,1,1,7,2,4,2,6,2,5,6,3,3,2,5,1,5,88,3.5,3,5.333333333,2,5.5,3.5,7,4,4.384615385,1,3,5,2,7,3,5,1,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,2,2,3,2,3,5,4,6,4,9,4,1,1,8,13,6,27,No,I thought the game was hard,No,
83115,12:13:17,189678571,610883963,4.0.8.0,"Yes, I consent to participate in this study",,Yes,The Walking Dead,Heavy Rain,,,,5,4, , , ,6,30,5,20,,,,,,,25,33,Female,USA,85185447,bubbleshooter.html,NV,60,1,mface1,0,mface2.2,1,mface3.2,1,mface4.2,1,mface5.2,1,mface6.2,1,5,mface1,0,mface2,0,mface3,0,mface4.2,1,mface5.2,1,mface6.2,1,3,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,5,5,5,5,20,6,7,7,1,7,1,5,1,1,1,1,7,5,5,7,1,3,5,5,1,1,3,5,5,5,81,4.833333333,1,6.333333333,1,5,4,4,3.681818182,3.884615385,1,1,1,1,7,1,5,7,1,1,1,1,1,1,1,6,1,1,1,1,4,1,2,0,1,0,1,7,3,9,1,9,4,1,1,4,11,6,21,No,,No,
83115,10:02:48,850884765,610986589,4.0.8.0,"Yes, I consent to participate in this study",,Yes,minecraft,,,,, , , , , ,,,,,,,,,,,0,28,Female,uNITED STATES,85425888,pongnop.html,NV,800,4,mface1.2,1,mface2,0,mface3.2,1,mface4.2,1,mface5,0,mface6.2,1,4,mface1,0,mface2.2,1,mface3.2,1,mface4.2,1,mface5.2,1,mface6.2,1,5,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,5,2,4,4,15,6,6,6,2,6,6,6,6,6,3,3,5,3,4,5,3,3,4,5,5,4,3,3,1,3,93,3.833333333,5.2,5,3.5,4,3.5,3.5,4.227272727,4.153846154,1,1,1,5,5,5,6,3,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,2,2,3,1,2,7,7,3,7,9,3,2,2,7,21,7,35,No,no,No,
83115,11:44:45,365419804,617470466,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Minecraft,Portal,Fallout 3,,,7,7,7, , ,1,7,3,21,4,28,,,,,18.66666667,35,Female,United States,855044442,perfectbalance.html,NV,940,4,mface1,0,mface2.2,1,mface3,0,mface4,0,mface5,0,mface6.2,1,2,mface1,0,mface2.2,1,mface3.2,1,mface4,0,mface5,0,mface6.2,1,3,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,4,4,4,4,16,6,1,4,4,1,4,5,4,4,1,1,7,1,5,2,6,5,6,4,5,4,5,4,5,5,92,5.166666667,4.6,1,2.5,4,5.5,5.5,4.181818182,4.153846154,1,1,4,5,7,4,4,1,2,1,1,1,1,1,1,6,4,4,4,4,16,1,2,1,2,1,2,9,6,5,5,9,3,3,3,6,20,9,35,No,"Fun HIT, thanks.  It all worked fine for me",No,
83115,9:46:30,523544609,625853560,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Asphalt,,,,,7,1,1,1,1,1,7,,0,,0,,0,,0,1.4,31,Female,USA,855678603,deanimator.html,V,100,6,mface1,0,mface2,0,mface3.2,1,mface4,0,mface5.2,1,mface6,0,2,mface1.2,1,mface2.2,1,mface3,0,mface4.2,1,mface5.2,1,mface6,0,4,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,7,7,4,4,22,4,7,4,4,7,3,4,3,5,2,1,7,7,4,5,3,3,3,3,5,3,3,3,7,6,96,4.666666667,3.8,7,2.5,3,3,5.5,4.363636364,4.538461538,1,1,1,5,7,1,5,3,1,1,1,1,1,1,1,6,1,1,1,1,4,1,2,2,3,2,3,1,1,7,3,9,1,1,1,8,5,3,16,No,,No,
83115,14:47:06,330800889,627113716,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Block N Load,Alice Madness Returns,Simcity,Bioshock,Rocket League,7,5,5,4,4,3,21,3,15,1,5,5,20,1,4,13,21,Female,USA,862776191,bubbleshooter.html,NV,12640,4,mface1.2,1,mface2.2,1,mface3,0,mface4,0,mface5,0,mface6.2,1,3,mface1,0,mface2.2,1,mface3.2,1,mface4,0,mface5.2,1,mface6.2,1,4,1,1,Single, , ,3,3,3,3,12,3,3,3,5,1,3,3,3,2,1,2,6,1,2,6,2,3,2,3,2,1,3,3,3,3,58,2.833333333,2.4,1.666666667,1,3,2.5,5.5,2.636363636,2.692307692,1,1,3,1,7,1,6,1,1,1,1,1,1,1,1,6,2,1,1,2,6,0,1,0,1,0,1,9,9,4,6,9,1,1,1,3,24,3,30,No,,No,
83115,19:55:22,816917360,644223561,4.0.8.0,"Yes, I consent to participate in this study",,Yes,HearthStone,World of WarCraft,Warcraft III,Fantasy Defense,Book of Heroes,7,1,1,4,4,5,35,6,6,5,5,5,20,5,20,17.2,42,Female,USA,864128625,moremindlessviolence.html,V,2,3,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,mface1,0,mface2.2,1,mface3,0,mface4,0,mface5.2,1,mface6,0,2,1,1,Other,20+ years,About the same age,7,7,5,7,26,7,6,4,4,4,3,5,4,3,1,1,7,3,5,3,5,4,4,7,3,1,4,6,6,6,98,5.5,3.6,4.333333333,1,6.5,4,5.5,4.454545455,4.769230769,5,5,4,4,6,5,4,2,5,1,1,1,1,1,1,6,7,6,7,6,26,2,3,0,1,0,1,5,7,5,5,9,3,4,2,5,17,9,31,No,The sliders are a little difficult to maneuver,No,
83115,7:52:54,736792973,644229476,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Just Dance 4,Batman,,,,4,3, , , ,1,4,5,15,,,,,,,9.5,33,Female,USA,866633644,bubbleshooter.html,NV,126000,4,mface1,0,mface2,0,mface3.2,1,mface4.2,1,mface5,0,mface6.2,1,3,mface1,0,mface2,0,mface3.2,1,mface4,0,mface5.2,1,mface6.2,1,3,1,1,In an open relationship/casually dating,Under one year,A little older,5,5,4,5,19,5,6,4,4,5,5,5,6,6,1,2,6,4,5,2,6,5,5,6,5,1,4,5,5,5,105,5,5.6,5,1,5.5,4.5,5,4.772727273,4.769230769,4,5,5,2,7,5,4,2,4.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,2,0,1,0,1,4,1,6,4,9,2,2,2,4,9,6,19,No,,No,
83115,8:54:41,812485112,654164563,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Euro truck simulator 2,the witcher,life is stange,never alone,survivalist,7,3,4,5,4,1,7,6,18,1,4,2,8,6,24,12.2,21,Female,United States,874158185,pongnop.html,NV,921,6,mface1.2,1,mface2.2,1,mface3,0,mface4.2,1,mface5.2,1,mface6,0,4,mface1,0,mface2,0,mface3,0,mface4.2,1,mface5,0,mface6,0,1,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,6,7,6,4,23,6,5,2,6,6,3,6,2,2,2,2,6,2,5,5,3,2,2,1,2,2,5,2,2,5,77,4.333333333,2.4,4.333333333,2,1.5,3.5,6,3.5,3.846153846,2,2,6,2,6,3,6,3,2.333333333,1,1,1,1,1,1,6,2,2,2,2,8,1,2,3,4,3,4,9,9,1,9,9,1,1,1,10,27,3,40,No,,No,
83115,12:12:28,35732963,666820142,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Candy Crush Soda,Gummy Drop,,,,7,7, , , ,1,7,1,7,,,,,,,7,29,Female,USA,874824922,pongnop.html,NV,1081,4,mface1,0,mface2,0,mface3.2,1,mface4.2,1,mface5.2,1,mface6.2,1,4,mface1,0,mface2,0,mface3.2,1,mface4,0,mface5,0,mface6.2,1,2,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,5,5,6,21,6,7,3,5,7,6,5,5,5,3,2,6,7,5,3,5,5,5,6,5,3,5,5,6,5,117,5.333333333,5.2,7,3,5.5,5,5.5,5.318181818,5.307692308,2,5,5,2,7,3,3,2,3.333333333,1,1,2,1,1,1,7,2,2,2,2,8,1,2,1,2,1,2,7,4,7,3,9,2,2,2,6,14,6,26,No,no,No,
83115,9:48:19,103153152,667152585,4.0.8.0,"Yes, I consent to participate in this study",,Yes,candy crush,candy crush soda saga,,,,7,7,1,1,1,1,7,1,7,,0,,0,,0,2.8,31,Female,USA,875552463,gunblood.html,V,0,2,mface1,0,mface2.2,1,mface3,0,mface4.2,1,mface5,0,mface6.2,1,3,mface1.2,1,mface2.2,1,mface3,0,mface4.2,1,mface5,0,mface6.2,1,4,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,6,6,4,6,22,6,5,4,4,3,6,5,5,5,5,1,7,2,4,3,5,3,5,6,6,5,2,5,6,5,105,4.833333333,5.4,3.333333333,5,5.5,3.5,5.5,4.772727273,4.884615385,5,6,5,2,7,4,6,4,5,1,1,1,1,1,1,6,3,3,3,2,11,1,2,7--9,7,7--9,7,9,9,2,8,9,5,2,2,16,26,9,51,No,The video game portion was very buggy.,No,
83115,13:13:07,405350503,673950149,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Radient Defense,Survivors,Virtual Village,The Sims,,7,7,5,4, ,5,35,7,49,1,5,3,,,,29.66666667,37,Female,America,883096814,deanimator.html,V,0,1,mface1.2,1,mface2.2,1,mface3.2,1,mface4.2,1,mface5.2,1,mface6.2,1,6,mface1.2,1,mface2.2,1,mface3.2,1,mface4,0,mface5.2,1,mface6.2,1,5,1,1,Recently single/divorced/separated,6-10 years,A little younger,7,7,7,7,28,7,7,1,7,7,7,7,7,6,1,1,7,7,7,5,3,7,7,7,6,1,7,7,7,7,136,7,5.8,7,1,7,7,7,6.181818182,6.307692308,1,1,5,1,6,5,7,1,2.333333333,2,2,2,1,1,1,9,1,1,1,1,4,2,3,1,2,1,2,9,2,2,8,9,2,3,2,7,19,7,33,No,,No,
83115,11:53:44,74987207,67790415,4.0.8.0,"Yes, I consent to participate in this study",,Yes,words with friends,scrabble,bejeweled,plants vs zombies,trivia bomb,7,7,6,4,4,1,7,1,7,1,6,5,20,1,4,8.8,42,Female,USA,911059967,pongnop.html,NV,445,4,mface1,0,mface2,0,mface3,0,mface4.2,1,mface5.2,1,mface6,0,2,mface1.2,1,mface2.2,1,mface3,0,mface4.2,1,mface5,0,mface6.2,1,4,1,1,Single, , ,6,6,6,7,25,7,4,1,7,1,7,7,7,7,1,1,7,1,7,1,7,7,7,4,7,4,6,6,7,7,125,7,7,2,2.5,5,6.5,7,5.681818182,5.769230769,1,1,1,7,7,4,7,1,2,1,1,1,1,1,1,6,1,1,1,1,4,7--9,7,20+,9,20+,9,9,9,1,9,9,8,7,7,25,27,22,74,No,"no problems, however my score on the game was for the 3rd time I played the game, not just once.",No,
83115,11:09:43,178964151,680467348,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Dragon Age Inquisition,Animal Crossing,Virtua Tennis,Game of Thrones,Mario Kart 8,7,7,5,4,4,5,35,1,7,1,5,5,20,1,4,14.2,40,Female,USA,91548905,pongnop.html,NV,1436,4,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,1,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,6,6,5,6,23,6,7,3,5,7,5,5,6,5,2,2,6,5,5,2,6,3,6,6,5,3,5,5,5,5,113,4.833333333,5.4,6.333333333,2.5,5.5,5.5,5.5,5.136363636,5.230769231,5,2,5,3,7,3,5,3,3.333333333,1,1,1,1,1,1,6,5,2,4,4,15,1,2,0,1,0,1,1,1,9,1,9,1,1,1,4,3,3,10,No,,No,
83115,17:50:20,590238601,686122241,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Frozen Free Fall,LEGO Harry Potter 1-4,LEGO Harry Potter 5-7,The LEGO Movie,Castleville Legends,7,4,4,4,7,1,7,3,12,3,12,3,21,1,7,11.8,38,Female,United States,918782256,moremindlessviolence.html,V,0,1,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,1,mface1.2,1,mface2,0,mface3,0,mface4,0,mface5.2,1,mface6,0,2,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,4,4,4,4,16,5,7,1,7,7,1,2,2,2,1,1,7,5,3,5,3,1,1,1,2,1,1,1,1,3,64,2.5,2,6.333333333,1,1,1,7,2.909090909,3.076923077,1,1,5,2,6,1,3,3,1,1,1,1,1,1,1,6,2,2,2,2,8,1,2,0,1,0,1,1,2,9,1,9,1,1,1,4,4,3,11,No,The game did not load.,Yes,Game did not load
83115,11:39:23,363568231,691494186,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Need for speed Rivals,Need for Speed The Run,Gran Turismo,yes,Shift 2 unleashed,5,6,4,4,6,1,5,3,18,2,8,2,12,2,12,11,37,Female,United States,928005883,moremindlessviolence.html,V,3,1,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,mface1.2,1,mface2,0,mface3.2,1,mface4,0,mface5,0,mface6.2,1,3,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,5,5,5,6,21,6,6,3,5,7,5,5,5,5,3,1,7,7,6,2,6,2,6,7,6,3,2,7,7,5,118,5.166666667,5.4,6.666666667,3,7,4,6,5.363636364,5.346153846,2,5,7,1,7,5,7,2,4,1,1,1,1,1,1,6,1,1,1,1,4,1,2,20+,9,1,2,1,1,9,1,9,2,1,1,13,3,4,20,No,,No,
83115,10:10:36,90596715,696320798,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Skyrim,Fallout 3,Zelda: Skyward Sword,Candy Crush,Angry Birds,7,5,4,2,2,6,42,7,35,5,20,1,2,2,4,20.6,36,Female,USA,934875702,bubbleshooter.html,NV,1160,4,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,mface1.2,1,mface2.2,1,mface3.2,1,mface4.2,1,mface5,0,mface6.2,1,5,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,5,3,4,5,17,5,7,1,7,7,5,3,3,7,2,1,7,4,3,3,5,1,5,3,6,1,1,1,2,3,88,2.833333333,5.2,6,1.5,2,3,7,4,4.038461538,7,3,5,1,7,3,7,1,4.333333333,1,1,1,1,1,1,6,2,1,5,1,9,1,2,0,1,0,1,1,1,9,1,9,3,2,1,4,3,6,13,No,No,No,
83115,10:33:34,936082074,697116191,4.0.8.0,"Yes, I consent to participate in this study",,Yes,World of Tanks,Game of Thrones (TellTale Series),Mass Effect 3,Final Fantasy XIII-3,,6,4,4,2,1,4,24,6,24,5,20,4,4,,0,14.4,32,Female,USA,941436678,bubbleshooter.html,NV,8210,4,mface1.2,1,mface2.2,1,mface3.2,1,mface4.2,1,mface5.2,1,mface6,0,5,mface1.2,1,mface2.2,1,mface3,0,mface4,0,mface5,0,mface6.2,1,3,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,4,4,4,4,16,4,6,4,4,6,3,4,3,3,3,3,5,5,5,4,4,3,5,5,3,3,3,5,3,4,89,3.833333333,3.2,5.666666667,3,5,4,4.5,4.045454545,4.038461538,1,2,5,5,6,4,5,3,2.333333333,2,2,2,2,2,1,11,5,5,5,5,20,1,2,0,1,2,3,6,6,5,5,9,2,2,1,6,17,5,28,No,,No,
83115,12:42:06,321783754,698071181,4.0.8.0,"Yes, I consent to participate in this study",,Yes,marvel contest of champions,mortal kombat,house of the dead,mario party,just dance,7,5,4,4,4,5,35,7,35,7,28,1,4,1,4,21.2,35,Female,usa,947672701,gunblood.html,V,58,4,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,4,6,2,4,16,4,7,7,1,7,3,4,3,3,3,2,6,2,3,5,3,2,5,7,2,2,2,5,1,3,78,2.833333333,2.8,5.333333333,2.5,6,3.5,3.5,3.545454545,3.615384615,3,5,3,3,7,5,7,3,4.333333333,1,1,1,1,1,1,6,3,3,3,3,12,1,2,1,2,2,3,7,7,7,3,9,2,1,2,7,17,5,29,No,no,No,
