date,time,group,subject,build,consentq_response,,last30days_response,recentgame1_response,recentgame2_response,recentgame3_response,recentgame4_response,recentgame5_response,playfrequency1_response,playfrequency2_response,playfrequency3_response,playfrequency4_response,playfrequency5_response,sliderviolence1_response,Freqviolence1,sliderviolence2_response,Freqviolence2,sliderviolence3_response,Freqviolence3,sliderviolence4_response,Freqviolence4,sliderviolence5_response,Freqviolence5,Averagefrequencyviolence,Age,Gender,country_response,subject,Gameplayed,VorNV,scoreingameplayed_response,Selfscore,stface1,stface1score,stface2,stface2score,stface3,stface3score,stface4,stface4score,stface5,stface5score,stface6,stface6score,TotalSTScore,ltface1,ltface1score,ltface2,ltface2score,ltface3,ltface3score,ltface4,ltface4,ltface5,ltface5score,ltface6,ltface6,TotalLTScore,Sexuality,Kinsey,relationshipstatus_response,lengthofrelationship_response,ageofpartner_response,mvscaleselfdesirability_response,mvscaleothersdesirability_response,mvscalecomparison_response,mvscalecatch_response,MV1Total,mv1_response,mv2_response,mv3_response,mv3reverse,mv4_response,mv5_response,mv6_response,mv7_response,mv8_response,mv9_response,mv10_response,mv10reverse,mv11_response,mv12_response,mv13_response,mv13reverse,mv14_response,mv15_response,mv16_response,mv17_response,mv18_response,mv19_response,mv20_response,mv21_response,mv22_response,MV2Total,Mvfactorviewofoppositesex,Mvfactorsociality,Mvfactorparenting,Mvfactorwealth,Mvfactorlooks,Mvfactorrelationshiphistory,MvFactorfearoffailure,MV2Average,Matevalue,sgaq1_response,sgaq3_response,sgaq5_response,sgaq7_response,sgaq2_response,sgaq4_response,sgaq6_response,sgaq8_response,SGAAverage,hos1_response,hos2_response,hos3_response,hos4_response,hos5_response,hos6_response,HostilityTotal,whystrongsexy_response,whyattractive_response,whytough_response,whyconfident_response,MMTotal,soirq1_response,soirq1score,soirq2_response,soirq2score,soirq3_response,soirq3score,soirq4_response,soirq5_response,soirq6_response,soirq6reverse,soirq7_response,soirq8_response,soirq9_response,soirq10_response,SOIRbehaviouralfacet,SOIRattitudefacet,SOIRdesirefacet,SOIRTotal,troubleunderstanding_response,furtherquestions_response,Removedata,Reasonforremoval
83115,9:43:42,67588542,172580641,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Call of Duty,Grand Theft Auto,Madden,Batman Dark Asylum,,6,4,6,3, ,7,42,7,28,1,6,6,,,,25.33333333,26,Male,United States,901519626,moremindlessviolence.html,V,2,3,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,fface1,0,fface2.2,1,fface3,0,fface4.2,1,fface5,0,fface6,0,2,1,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,7,7,4,7,25,5,7,2,6,7,3,5,5,2,3,3,5,2,5,2,6,3,6,2,5,2,5,6,5,7,102,5,4.2,5.333333333,2.5,4,5.5,5.5,4.636363636,4.884615385,7,2,7,2,7,2,7,1,3.666666667,1,1,1,1,1,1,6,2,2,2,5,11,1,2,1,2,1,2,1,1,2,8,9,2,1,1,6,10,4,20,No,,No,
83115,8:15:11,104596909,179171240,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Ghost Recon,Call of Duty,Forza,,,4,4,4,1,1,5,20,5,20,1,4,,0,,0,8.8,49,Male,USA,960266724,gunblood.html,V,107,4,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,fface1.2,1,fface2.2,1,fface3.2,1,fface4,0,fface5,0,fface6.2,1,4,1,7,Single,Under one year,About the same age,7,7,6,6,26,6,7,7,1,7,7,7,6,3,2,1,7,7,6,2,6,4,5,7,4,4,4,7,4,7,118,5.666666667,5.2,7,3,7,4.5,4,5.363636364,5.538461538,1,4,7,5,7,4,7,1,3,1,1,1,1,1,1,6,4,2,2,2,10,1,2,5--6,6,20+,9,1,1,9,1,9,2,2,2,17,3,6,26,No,,No,
83115,9:28:09,848319223,180035495,4.0.8.0,"Yes, I consent to participate in this study",,No,,,,,,,,,,,,0,,0,,0,,0,,0,0,42,Male,usa,981594445,pongnop.html,NV,392,3,fface1,0,fface2.2,1,fface3,0,fface4.2,1,fface5,0,fface6.2,1,3,fface1,0,fface2.2,1,fface3,0,fface4,0,fface5,0,fface6.2,1,2,1,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,5,5,5,5,20,5,5,3,5,3,5,5,5,5,5,1,7,3,5,2,6,3,5,3,5,4,3,3,5,5,100,4.666666667,5.2,3.666666667,4.5,3,4,6,4.545454545,4.615384615,2,3,2,1,7,3,5,1,2.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,2,5--6,6,5--6,6,6,6,6,4,9,6,6,5,14,16,17,47,No,no,No,
83115,6:55:30,411114529,182169054,4.0.8.0,"Yes, I consent to participate in this study",,Yes,3,3,3,3,3,1,3,3,3,3,3,3,3,9,3,9,3,9,3,9,7.8,33,Male,das,405537002,pongnop.html,NV,980,6,fface1,0,fface2.2,1,fface3.2,1,fface4,0,fface5.2,1,fface6.2,1,4,fface1,0,fface2.2,1,fface3,0,fface4,0,fface5.2,1,fface6,0,2,2,6,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,2,2,4,4,12,5,3,3,5,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,6,3,3,3,3,3,77,3.333333333,4,3,3,3,3,5,3.5,3.423076923,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,6,3,3,3,3,12,0,1,0,1,0,1,4,4,4,6,4,1,1,1,3,14,3,20,No,asd,Yes,Failed check
83115,10:58:05,412883882,182753234,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Galcon 2,World of Warcraft,Starcraft,Diablo 3,MarioKart,7,6,4,4,3,1,7,3,18,5,20,5,15,1,3,12.6,28,Male,United States,519338875,deanimator.html,V,23,4,mface1,0,mface2.2,1,mface3.2,1,mface4.2,1,mface5,0,mface6.2,1,4,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,2,6,Single,Under one year,About the same age,5,5,4,5,19,6,7,4,4,7,3,5,5,3,3,3,5,5,5,6,2,5,6,7,2,4,6,7,7,5,109,5.5,3,6.333333333,3.5,7,6,4.5,4.954545455,4.923076923,1,4,6,3,7,5,6,3,3.333333333,1,1,2,1,1,1,7,1,1,1,2,5,1,2,0,1,3,4,9,1,5,5,9,9,9,9,7,15,27,49,No,,No,
83115,12:52:22,253346853,183811064,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Heroes of the Storm,Final Fantasy 8,Fallout 3,Hearthstone,Bioshock,6,5,4,6,4,5,30,4,20,7,28,2,8,7,28,22.8,27,Male,USA,892177415,gunblood.html,V,214,4,fface1.2,1,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,1,fface1,0,fface2,0,fface3,0,fface4.2,1,fface5.2,1,fface6.2,1,3,2,6,Other,1-2 years,About the same age,6,6,5,6,23,6,5,4,4,7,6,5,5,5,2,3,5,3,5,2,6,5,5,5,5,3,5,5,5,5,107,5.166666667,5.4,5,2.5,5,5,4.5,4.863636364,5,3,5,5,3,6,5,5,3,4.333333333,1,1,2,1,1,1,7,2,3,3,3,11,1,2,3,4,7--9,7,6,6,4,6,9,4,2,6,13,18,12,43,No,,No,
83115,7:07:53,716488017,184954386,4.0.8.0,"Yes, I consent to participate in this study",,Yes,O,O,O,O,O,1,1,2,2,2,5,5,5,5,5,10,5,10,5,10,8,22,Male,22,468872810,bubbleshooter.html,NV,90,1,fface1.2,1,fface2,0,fface3,0,fface4.2,1,fface5,0,fface6.2,1,3,fface1.2,1,fface2,0,fface3.2,1,fface4,0,fface5,0,fface6,0,2,3,5,Single,Under one year,Younger,5,5,4,3,17,5,5,6,2,5,5,6,5,5,6,6,2,5,5,6,2,5,6,5,5,7,5,6,6,7,110,5.666666667,4.4,5,6.5,5.5,5.5,2,5,4.884615385,5,7,6,6,6,6,6,6,6,2,4,1,3,4,2,16,7,7,7,5,26,3,3,3,4,2,3,9,8,9,1,8,3,3,2,10,18,8,36,No,,Yes,Failed check
83115,7:19:33,394935485,18890804,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Grand Theft Auto V,Metal Gear Solid,Madden NFL 16,Mortal Kombat X,,5,7,5,7, ,6,30,5,35,3,15,6,,,,26.66666667,52,Male,United States,487452175,gunblood.html,V,52,3,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6.2,1,1,mface1,0,mface2.2,1,mface3,0,mface4,0,mface5.2,1,mface6.2,1,3,3,5,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,6,6,6,6,24,5,5,3,5,1,5,5,3,5,1,1,7,1,5,1,7,5,5,5,5,1,5,5,6,5,97,5.166666667,5,2.333333333,1,5,5,6,4.409090909,4.653846154,3,2,6,1,5,5,7,1,3.333333333,1,1,2,1,1,1,7,1,1,1,1,4,1,2,5--6,6,2,3,9,7,1,9,9,6,2,3,11,25,11,47,No,Nope! Everything worked fine and was very clear.,No,
83115,12:45:03,794885836,199576101,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Dr. Mario,Tetris,Wii Party,,,6,4,2, , ,1,6,1,4,2,4,,,,,4.666666667,51,Male,USA,48481506,pongnop.html,NV,35,7,mface1,0,mface2,0,mface3,0,mface4,0,mface5.2,1,mface6,0,1,mface1,0,mface2.2,1,mface3.2,1,mface4,0,mface5,0,mface6,0,2,4,4,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,4,4,4,6,18,7,1,3,5,1,5,5,5,5,3,1,7,1,4,2,6,5,6,5,5,2,3,5,5,5,96,5.166666667,5.2,1,2.5,5,4.5,6,4.363636364,4.384615385,3,2,6,1,7,2,6,2,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,2,20+,9,20+,9,9,9,1,9,9,7,7,2,20,27,16,63,No,"I couldn't remember my actual score in the game. I did play it several times, and barely got to the ""hard"" level though. ",Yes,No score
83115,18:37:18,10612550,203035505,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Destiny,Battlefield 4,Counter Strike Source,,,6,6,4, , ,5,30,6,36,6,24,,,,,30,26,Male,USA,497181475,bubbleshooter.html,NV,1360,4,mface1,0,mface2,0,mface3,0,mface4,0,mface5,0,mface6,0,0,mface1,0,mface2.2,1,mface3.2,1,mface4,0,mface5.2,1,mface6.2,1,4,4,4,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Older,5,5,4,5,19,5,2,3,5,1,5,4,5,5,5,3,5,1,4,5,3,3,3,5,5,3,2,5,5,5,86,4.333333333,4.6,1.333333333,4,5,2.5,5,3.909090909,4.038461538,2,3,5,3,3,3,3,7,2.666666667,1,1,1,1,1,1,6,3,1,1,2,7,1,2,2,3,2,3,9,8,7,3,9,2,2,2,8,20,6,34,No,,No,
83115,7:31:08,468987618,21270045,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Dustforce,Binding of Isaac Rebirth,Diablo 3,Super Smash Bros Melee,Pokemon Stadium,7,6,6,3,1,1,7,5,30,6,36,5,5,4,4,16.4,21,Male,United States,509192527,deanimator.html,V,27,5,fface1.2,1,fface2,0,fface3,0,fface4.2,1,fface5,0,fface6.2,1,3,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,4,4,Single, , ,4,4,4,4,16,4,2,4,4,1,4,3,4,5,2,1,7,3,3,4,4,2,4,2,4,1,3,3,2,4,71,3,4.2,2,1.5,2.5,3.5,5.5,3.227272727,3.346153846,5,1,5,1,7,2,6,2,2.666666667,1,1,1,1,1,1,6,3,3,3,3,12,0,1,0,1,0,1,9,6,1,9,9,3,1,1,3,24,5,32,No,This was an interesting study. Thank you for letting me take part in it.,No,
83115,9:08:20,747892992,213417907,4.0.8.0,"Yes, I consent to participate in this study",,No,,,,,,,,,,,,0,,0,,0,,0,,0,0,71,Male,USA,794326848,bubbleshooter.html,NV,1010,2,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,4,4,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,5,5,6,7,23,5,4,5,3,5,2,5,4,3,2,1,7,1,5,1,7,1,5,7,1,2,1,5,5,5,85,4.333333333,3.4,3.333333333,2,6,3,5,3.863636364,4.153846154,5,4,7,2,7,5,7,7,4.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,2,7--9,7,7--9,7,4,6,4,6,9,7,2,2,16,16,11,43,No,"I suspect I may be the ""curve-breaker"" in this survey.  I am in outstanding physical condition, but I am still 71 years of age.",No,
83115,7:24:05,236341811,213507587,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Grand Theft Auto 5,Batman Arkham City,Borderlands 2,,,7,6,4,1,1,7,49,5,30,5,20,,0,,0,19.8,36,Male,United States,935733522,perfectbalance.html,NV,1069,4,fface1,0,fface2.2,1,fface3,0,fface4,0,fface5,0,fface6.2,1,2,fface1,0,fface2,0,fface3.2,1,fface4,0,fface5,0,fface6,0,1,4,4,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Much younger,5,4,4,5,18,5,6,3,5,6,2,3,3,3,2,2,6,5,5,6,2,2,3,6,2,2,1,5,6,5,85,4.333333333,2.4,5.666666667,2,5.5,2,5.5,3.863636364,3.961538462,5,5,2,1,7,3,6,3,4.333333333,1,2,2,2,2,2,11,5,2,6,5,18,1,2,2,3,5--6,6,9,6,2,8,9,6,6,6,11,23,18,52,No,"Everything worked great, thank you!",No,
83115,8:53:22,444546375,217098875,4.0.8.0,"Yes, I consent to participate in this study",,Yes,l,l,2,l,l,3,5,5,3,3,5,15,5,25,5,25,5,15,5,15,19,21,Male,USA,281401992,bubbleshooter.html,NV,1650,4,fface1.2,1,fface2,0,fface3,0,fface4,0,fface5.2,1,fface6.2,1,3,fface1.2,1,fface2,0,fface3,0,fface4,0,fface5,0,fface6.2,1,2,5,3,Single,2-5 years,Younger,5,3,3,3,14,5,3,5,3,3,7,5,5,6,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,103,5,5.2,3.666666667,5,5,5,3,4.681818182,4.5,5,6,5,5,5,5,6,5,5.333333333,4,2,1,1,1,1,10,5,5,5,5,20,0,1,1,2,0,1,6,7,6,4,6,6,6,4,4,17,16,37,No,,Yes,Failed check
83115,4:02:26,534845774,218457416,4.0.8.0,"Yes, I consent to participate in this study",,Yes,,,,,, , , , , ,,0,,0,,0,,0,,0,0,32,Male,USA,283004443,bubbleshooter.html,NV,890,6,fface1,0,fface2.2,1,fface3.2,1,fface4,0,fface5,0,fface6.2,1,3,fface1,0,fface2.2,1,fface3,0,fface4.2,1,fface5.2,1,fface6,0,3,5,3,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,3,5,3,4,15,3,6,7,1,4,1,2,2,3,1,1,7,4,2,3,5,1,4,6,2,2,1,7,1,2,67,1.833333333,2.6,4.666666667,1.5,6.5,2.5,4,3.045454545,3.153846154,3,2,1,2,6,4,5,2,3,1,1,1,1,2,1,7,1,1,3,1,6,7--9,7,10--19,8,10--19,8,1,9,1,9,9,8,6,7,23,19,21,63,No,,No,
83115,7:31:31,562606483,221199916,4.0.8.0,"Yes, I consent to participate in this study",,Yes,SMITE,Rare Replay,Mass Effect 3,Goat Simulator,Adventures of Pip,7,4,5,3,3,5,35,2,8,5,25,2,6,1,3,15.4,28,Male,usa,31456840,gunblood.html,V,4200,3,fface1,0,fface2,0,fface3.2,1,fface4,0,fface5.2,1,fface6,0,2,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6.2,1,1,5,3,Single, , ,2,3,1,1,7,3,1,3,5,1,1,2,1,2,3,6,2,1,2,6,2,1,3,2,1,1,1,2,2,2,41,2,1.4,1,2,2,2,3.5,1.863636364,1.846153846,1,5,5,2,6,3,6,5,3,2,3,3,4,2,5,19,2,1,5,1,9,0,1,5--6,6,7--9,7,7,7,3,7,9,7,7,8,14,21,22,57,No,The game did not load for me.,Yes,Game did not load
83115,7:48:59,310041849,221320703,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Diablo 3,Counter Strike,Steins Gate,Metal Gear Solid Ground Zeroes ,,7,4,2,4, ,5,35,5,20,3,6,5,,,,20.33333333,32,Male,USA,422370661,deanimator.html,V,47,6,fface1,0,fface2,0,fface3.2,1,fface4.2,1,fface5,0,fface6,0,2,fface1.2,1,fface2.2,1,fface3,0,fface4,0,fface5,0,fface6,0,2,5,3,Single, , ,2,1,2,2,7,2,2,3,5,2,2,1,2,2,3,1,7,1,1,7,1,1,1,5,2,1,1,5,1,1,49,1.166666667,1.8,1.666666667,2,5,1,6,2.227272727,2.153846154,1,5,1,1,7,5,2,2,3.666666667,1,1,1,1,1,2,7,1,1,1,1,4,0,1,0,1,0,1,9,6,3,7,9,6,4,2,3,22,12,37,No,,No,
83115,8:12:36,687240486,224524381,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Final Fantasy XIV,Chroma Squad,Rune Factory 4,No.,No.,7,5,4, , ,5,35,4,20,3,12,1,,1,,22.33333333,29,Male,USA,892471897,moremindlessviolence.html,V,0,1,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,fface1,0,fface2,0,fface3,0,fface4,0,fface5.2,1,fface6,0,1,5,3,Single, , ,5,4,4,4,17,5,5,5,3,3,5,5,4,2,3,3,5,3,5,4,4,4,5,5,3,5,5,6,7,5,97,5.166666667,3.6,3.666666667,4,5.5,5,4,4.409090909,4.384615385,1,1,5,4,1,5,6,5,2.333333333,1,1,2,1,1,1,7,3,3,3,3,12,0,1,1,2,1,2,9,9,1,9,9,7,6,6,5,27,19,51,No,The game did not work.,No,
83115,8:55:44,482723923,229897433,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Subways Sufers,Grand theft auto 5,Madden nfl 15,temple run,Candy Crush,5,6,7,2,6,1,5,7,42,5,35,1,6,1,6,18.8,32,Male,America,893187401,bubbleshooter.html,NV,550,5,fface1,0,fface2,0,fface3.2,1,fface4,0,fface5,0,fface6,0,1,fface1,0,fface2.2,1,fface3,0,fface4.2,1,fface5,0,fface6,0,2,5,3,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,6,6,6,6,24,6,6,5,3,7,5,7,3,6,6,6,2,5,6,7,1,5,5,6,3,6,5,5,6,6,110,6,3.6,6,6,5.5,5,2.5,5,5.153846154,7,5,7,2,6,7,5,2,6.333333333,2,1,1,1,2,1,8,6,6,7,4,23,1,2,2,3,2,3,8,6,4,6,9,4,5,4,8,20,13,41,No,Very good engaging study enjoyed it very much and thanks in advance well appreciated,No,
83115,13:07:30,561166244,235495869,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Fallout 3,Battlefield 4,Call of Duty Black Ops 2,Hitman: Bloody Money,,6,6,5,7, ,5,30,5,30,5,25,5,,,,28.33333333,27,Male,USA,910526626,gunblood.html,V,49,4,fface1,0,fface2.2,1,fface3.2,1,fface4.2,1,fface5.2,1,fface6.2,1,5,fface1,0,fface2.2,1,fface3.2,1,fface4.2,1,fface5,0,fface6.2,1,4,5,3,Single, , ,5,5,4,4,18,5,4,5,3,2,5,5,4,5,1,3,5,2,5,3,5,2,5,5,5,1,2,5,2,5,83,4,4.8,2.666666667,1,5,3.5,4,3.772727273,3.884615385,2,3,2,2,7,2,5,1,2.333333333,1,1,1,1,1,1,6,5,5,5,5,20,1,2,1,2,1,2,5,5,4,6,9,6,3,2,6,16,11,33,No,I enjoyed the study and found it easy to understand.,No,
83115,7:53:04,868135473,23619971,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Kerbal space program,7 days to die,Zombie Hive,Final fantasy record keeper,Emperion Space Survival,5,5,7,3,4,3,15,6,30,4,28,3,12,3,12,19.4,33,Male,usa,134776435,pongnop.html,NV,830,5,fface1,0,fface2.2,1,fface3.2,1,fface4.2,1,fface5,0,fface6.2,1,4,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,6,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,7,4,3,5,19,5,7,5,3,7,1,5,3,2,1,1,7,5,5,1,7,4,5,7,3,1,1,7,4,5,95,4.666666667,3.2,6.333333333,1,7,3,5,4.318181818,4.384615385,1,1,4,1,7,4,6,2,2,1,1,1,1,1,1,6,5,3,2,4,14,1,2,2,3,5--6,6,9,9,1,9,9,2,3,2,11,27,7,45,No,"everything went smoothly, and was easy to understand.",No,
83115,13:29:03,856432010,243970279,4.0.8.0,"Yes, I consent to participate in this study",,Yes,civilization iv,borderlands 2,torchlight 2,,,7,6,4, , ,3,21,5,30,5,20,,,,,23.66666667,35,Male,usa,152208918,gunblood.html,V,20,1,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,6,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,7,7,7,7,28,7,7,4,4,7,7,7,7,5,3,1,7,7,7,1,7,5,6,6,7,2,7,7,1,7,130,5.666666667,6.6,7,2.5,6.5,6.5,5.5,5.909090909,6.076923077,1,1,5,7,7,5,5,3,2.333333333,1,1,1,1,1,1,6,1,1,3,1,6,1,2,7--9,7,10--19,8,6,6,4,6,9,7,7,7,17,18,21,56,No,,No,
83115,12:33:10,221587527,244230881,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Skyrim,Project Diva F,Let the Cat In,Trove,Final Fantasy Theatrhythm Curtain Call,7,4,7,7,4,6,42,1,4,1,7,3,12,2,8,14.6,26,Male,United States,160583024,bubbleshooter.html,NV,7510,6,fface1,0,fface2,0,fface3,0,fface4.2,1,fface5.2,1,fface6,0,2,fface1,0,fface2.2,1,fface3,0,fface4.2,1,fface5.2,1,fface6,0,3,6,2,Single, , ,5,4,4,4,17,3,4,5,3,7,2,3,1,2,2,4,4,4,2,6,2,1,3,5,2,3,1,3,1,2,60,2,1.8,5,2.5,4,2,3.5,2.727272727,2.961538462,1,3,2,1,7,3,5,1,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,0,1,0,1,0,1,7,4,8,2,9,5,3,3,3,13,11,27,No,It was interesting and there were no problems.,No,
83115,8:50:25,113182933,24480420,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Battlefield 1942,Valiant Hearts,Fifa 2015,,,6,4,4, , ,6,36,5,20,2,8,,,,,21.33333333,41,Male,usa,1693656,bubbleshooter.html,NV,1330,4,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,fface1,0,fface2.2,1,fface3.2,1,fface4.2,1,fface5,0,fface6,0,3,6,2,Recently single/divorced/separated,6-10 years,About the same age,4,4,4,4,16,5,4,4,4,5,5,4,5,3,3,3,5,5,3,5,3,3,4,5,3,3,3,5,3,4,87,3.666666667,3.8,4.666666667,3,5,3.5,4.5,3.954545455,3.961538462,4,5,3,5,6,3,4,5,4,1,1,2,1,1,1,7,1,1,1,1,4,2,3,3,4,3,4,8,6,3,7,9,8,5,6,11,21,19,51,No,Interesting survey,No,
83115,8:23:59,862695364,244933370,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Skyrim,GTA5,Madden,no,No,7,6,4, , ,5,35,6,36,2,8,4,,4,,26.33333333,26,Male,USA,21270045,perfectbalance.html,NV,5311,3,fface1.2,1,fface2,0,fface3,0,fface4,0,fface5.2,1,fface6,0,2,fface1.2,1,fface2.2,1,fface3,0,fface4,0,fface5.2,1,fface6.2,1,4,6,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,5,6,4,5,20,5,5,6,2,6,6,6,6,5,6,6,2,5,6,6,2,6,6,5,5,6,5,6,6,5,112,5.666666667,4.8,5.333333333,6,5.5,5.5,2,5.090909091,5.076923077,7,6,5,5,5,4,5,6,5.666666667,2,1,3,1,1,1,9,6,5,6,5,22,2,3,1,2,1,2,2,2,6,4,6,3,5,6,7,8,14,29,No,,No,
83115,8:57:35,152212829,246348833,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Witcher 3,Gears of war 3,2048,Tetris,Asteroids,6,4,7,4,7,7,42,7,28,1,7,1,7,2,14,19.6,39,Male,USA,213417907,perfectbalance.html,NV,3528,3,fface1,0,fface2.2,1,fface3.2,1,fface4,0,fface5,0,fface6,0,2,fface1.2,1,fface2,0,fface3.2,1,fface4,0,fface5,0,fface6,0,2,6,2,Single, , ,2,2,3,3,10,4,5,5,3,3,1,2,4,3,1,5,3,3,2,7,1,2,5,7,2,6,1,5,2,3,68,2.5,2.2,3.666666667,3.5,6,3,3,3.090909091,3,2,3,5,5,7,5,7,5,3.333333333,1,1,1,1,1,1,6,1,1,1,2,5,2,3,7--9,7,7--9,7,7,6,3,7,9,6,7,7,17,20,20,57,No,No. Seemed straight forward. Thank you.,No,
83115,19:54:50,148203977,249467050,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Destiny,Breath of fire 4,Final fantasy,Doom,Unreal torniment,7,4,4,4,7,7,49,3,12,5,20,7,49,7,49,35.8,28,Male,United States,221320703,perfectbalance.html,NV,500,4,fface1,0,fface2,0,fface3,0,fface4.2,1,fface5,0,fface6,0,1,fface1,0,fface2,0,fface3.2,1,fface4,0,fface5,0,fface6,0,1,6,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,5,5,5,7,22,6,7,7,1,7,3,6,5,5,1,2,6,7,6,4,4,6,7,6,2,1,1,7,7,7,108,6.333333333,3.8,7,1,6.5,4,3.5,4.909090909,5,1,1,1,6,7,6,6,2,2.666666667,1,1,1,1,1,1,6,6,4,6,6,22,1,2,5--6,6,10--19,8,9,9,1,9,9,7,7,7,16,27,21,64,No,,No,
83115,9:28:04,918677323,250393595,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Guild Wars 2,Hyper Dimension Neptuina: Rebirth,Metal Gear: Ground Zero,Diablo 3,Hearthstone,5,4,4,3,3,4,20,3,12,6,24,5,15,1,3,14.8,27,Male,USA,267766876,pongnop.html,NV,1387,4,fface1.2,1,fface2,0,fface3,0,fface4,0,fface5.2,1,fface6.2,1,3,fface1.2,1,fface2,0,fface3,0,fface4,0,fface5.2,1,fface6,0,2,6,2,Single, , ,4,4,4,4,16,5,6,3,5,6,2,4,4,4,1,2,6,4,5,2,6,2,6,5,3,3,4,4,3,4,92,3.833333333,3.8,5.333333333,2,4.5,5,5.5,4.181818182,4.153846154,2,4,3,1,5,4,5,3,3.333333333,1,1,1,1,1,1,6,3,4,3,3,13,2,3,1,2,1,2,7,2,5,5,9,4,3,2,7,14,9,30,No,,No,
83115,11:02:53,866570440,254399500,4.0.8.0,"Yes, I consent to participate in this study",,Yes,Payday 2,Civ 5,CS GO,5 Finger death punch,fingered,7,4,4,6,3,7,49,3,12,7,28,4,12,2,6,21.4,35,Male,USA,316305720,pongnop.html,NV,1200,4,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,fface1,0,fface2,0,fface3,0,fface4,0,fface5,0,fface6,0,0,6,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,5,5,5,6,21,4,5,5,3,2,5,5,3,2,1,1,7,1,5,1,7,5,5,5,1,1,5,5,6,5,88,5,3.6,2.666666667,1,5,5,5,4,4.192307692,2,2,3,3,3,2,2,5,2,1,1,1,1,1,1,6,1,1,1,1,4,4,5,1,2,4,5,9,9,5,5,9,7,9,6,12,23,22,57,No,That game was boring as hell... and the music was annoying.  The game window should have been moved to the center. Your questions about why we play games were incomplete.,No,
