study,date,time,subject,consentq,last30days,recentgame1,recentgame2,recentgame3,recentgame4,recentgame5,playfrequency1,playfrequency2,playfrequency3,playfrequency4,playfrequency5,sliderviolence1,FreqViolence1,sliderviolence2,FreqViolence2,sliderviolence3,FreqViolence3,sliderviolence4,FreqViolence4,sliderviolence5,FreqViolence5,Averagefrequencyviolence,Age,Gender,sexnumerical,country,Numericalgameplayed,Gameplayed,VorNV,Score,Selfscore,Sexuality,Relationshipstatus,lengthofrelationship,ageofpartner,mvscaleselfdesirability,mvscaleothersdesirability,mvscalecomparison,mvscalecatch,MV1Total,mv1,mv2,mv3,MV3responserecoded,mv4,mv5,mv6,mv7,mv8,mv9,mv10,MV10responserecoded,mv11,mv12,mv13,MV13responserecoded,mv14,mv15,mv16,mv17,mv18,mv19,mv20,mv21,mv22,Mvfactorviewofoppositesex,MVFactorSociality,MVFactorparenting,MVFactorWealth,MVFactorLooks,MVfactorRelationshiphistory,MVFactorFearoffailure,MV2Average,sgaq1,sgaq2,sgaq3,sgaq4,sgaq5,sgaq6,sgaq7,sgaq8,SGAAverage,hos1,hos2,hos3,hos4,hos5,hos6,HostilityTotal,mm1,mm2,mm3,mm4,MATINGMOTIVATIONtotal,soirq1,soirq2,soirq3,soirq4,soirq5,soirq6,SOIRQ6Reversecoding,soirq7,soirq8,soirq9,soirq10,SOIRQ1Score,SOIRQ2Score,SOIRQSCORE,SOIRBehaviouralfacet,SOIRATTITUDEFACET,SOIRDESIREFACET,SOIRTOTAL,troubleunderstanding,furtherquestions,Removedata
mturk,63015,21:44:00,411317879,"Yes, I consent to participate in this study",Yes,Rune Factory 4,,,,,7,,,,,3,21,,,,,,,,,21,19,Female,1,United States,2,pongnop.html,NV,1088,4,4,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,5,5,5,20,3,6,1,7,6,1,5,3,2,2,1,7,5,5,6,2,2,5,5,2,1,1,3,5,5,4.166666667,2,5.666666667,1.5,4,3,7,3.772727273,1,7,4,1,5,3,2,3,2,1,1,1,1,1,1,6,1,1,1,1,4,0,0,0,9,3,7,3,9,4,4,2,1,1,1,3,15,10,28,No,,No
mturk,63015,16:35:30,412446139,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,31,Male,2,usa,4,moremindlessviolence.html,V,2,1,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,5,5,5,5,20,5,2,2,6,7,6,5,6,6,1,1,7,6,2,2,6,1,5,6,6,1,1,5,2,5,3.333333333,6,5,1,5.5,3,6.5,4.409090909,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,6,1,1,1,1,4,1,1,2,1,1,9,1,9,2,2,2,2,2,3,7,3,6,16,No,,No
mturk,63015,16:07:08,413409412,"Yes, I consent to participate in this study",Yes,Battlefield 4,Company of Heroes 2,Out of the Park Baseball 16,,,4,4,5, , ,6,24,6,24,1,5,,,,,17.66666667,42,Male,2,USA,2,pongnop.html,NV,3000,6,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,5,5,4,5,19,5,6,6,2,6,5,6,6,6,3,3,5,6,5,3,5,3,6,7,6,5,5,7,2,6,4.5,5.6,6,4,7,5.5,3.5,5.136363636,3,7,5,6,5,5,6,2,4.666666667,1,1,2,1,1,1,7,5,5,5,5,20,1,2,5-Jun,7,7,3,7,9,7,2,5,2,3,6,11,21,14,46,No,,No
mturk,63015,19:49:00,414329541,"Yes, I consent to participate in this study",Yes,Uncharted 3,Batman: Arkham Asylum,,,,7,4, , , ,4,28,4,16,,,,,,,22,33,Male,2,USA,5,deanimator.html,V,101,5,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,5,6,6,6,23,6,6,6,2,7,5,6,5,5,5,6,2,6,6,4,4,4,6,7,5,5,6,6,5,5,5.333333333,4.8,6.333333333,5,6.5,6,2,5.181818182,3,7,6,6,5,6,5,3,5,1,1,2,1,1,1,7,2,2,5,2,11,1,0,5-Jun,3,4,4,6,9,6,2,4,2,1,6,9,13,12,34,No,,No
mturk,63015,16:44:17,414722678,"Yes, I consent to participate in this study",Yes,Tap Tiles,Mega Find it,Diner Dash,Brain Games,,6,6,4,4, ,1,6,1,6,1,4,1,4,,,5,53,Female,1,United States,4,moremindlessviolence.html,V,16,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,4,3,2,4,13,3,5,4,4,2,3,3,3,3,2,1,7,5,3,3,5,2,3,5,3,2,2,5,1,2,2.333333333,3.4,4,2,5,2.5,5.5,3.318181818,5,6,4,5,5,6,1,1,4.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,7-Sep,4,7,3,5,5,9,1,2,2,2,7,5,14,15,5,34,No,Slides were hard to se,No
mturk,63015,14:53:28,415184987,"Yes, I consent to participate in this study",Yes,Batman: Arkham Knight,Carcassonne (iphone),Lego Jurassic World,Tomb Raider,Shadow of Mordor,5,7,4,4,4,4,20,1,7,2,8,5,20,5,20,15,33,Female,1,USA,1,perfectbalance.html,NV,4321,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,5,6,5,6,22,5,6,3,5,6,3,4,5,3,2,2,6,5,5,2,6,5,5,5,5,3,3,5,5,5,4.833333333,4.4,5.666666667,2.5,5,4,5.5,4.636363636,1,7,4,5,5,5,3,2,3.333333333,1,1,1,1,1,1,6,6,5,5,5,21,1,1,0,1,1,6,4,9,1,1,1,2,2,1,5,6,3,14,No,,No
mturk,63015,14:58:07,4151943,"Yes, I consent to participate in this study",Yes,Battlefield 4,Happy Wars,Star Wars Battlefront 2,Destiny,Plants vs. Zombies Garden Warfare,5,6,3,4,4,7,35,3,18,4,12,5,20,4,16,20.2,22,Male,2,USA,1,perfectbalance.html,NV,3853,4,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,6,6,6,6,24,6,7,4,4,7,6,6,5,3,3,2,6,6,5,3,5,3,7,5,6,3,7,6,3,5,4.666666667,5,6.666666667,3,5.5,7,5,5.181818182,3,7,2,3,5,5,3,5,2.666666667,1,1,2,1,1,1,7,3,2,3,2,10,1,1,1,4,6,4,6,9,7,1,5,2,2,2,6,16,13,35,No,Thank you.,No
mturk,63015,16:22:56,417221239,"Yes, I consent to participate in this study",Yes,Assassin's Creed,Candy Crush,Solitare,,,5,7,2, , ,6,30,1,7,1,2,,,,,13,28,Male,2,usa,4,moremindlessviolence.html,V,23,2,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,6,6,5,6,23,5,6,5,3,6,3,5,4,4,3,1,7,6,5,5,3,1,5,5,3,2,2,7,1,4,3.5,3.4,6,2.5,6,3.5,5,4.090909091,1,7,4,4,5,7,6,5,3,1,1,2,1,1,1,7,1,1,1,1,4,1,0,0,9,7,3,7,9,7,7,7,2,1,1,4,23,21,48,No,,No
mturk,63015,15:39:01,41774221,"Yes, I consent to participate in this study",Yes,Elder Scrolls Skyrim,Gem Miner,,,,5,3, , , ,5,25,1,3,,,,,,,14,44,Male,2,USA,5,deanimator.html,V,6,2,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,5,5,5,6,21,5,7,1,7,7,4,5,5,5,1,1,7,6,5,2,6,2,6,6,5,1,2,6,1,5,3.833333333,5,6.666666667,1,6,4,7,4.727272727,4,6,5,6,1,2,3,1,5,1,1,1,1,1,1,6,2,2,3,1,8,1,5-Jun,5-Jun,8,8,3,7,9,3,3,3,2,6,6,14,23,9,46,No,Nope,No
mturk,63015,18:49:08,423914040,"Yes, I consent to participate in this study",Yes,Dragon Age: Inquistion,Star Wars: The Old Republic,Sims 3,World of Warcraft,Mass Effect Trilogy,6,5,4,5,4,5,30,4,20,2,8,4,20,5,20,19.6,44,Female,1,United States,6,gunblood.html,V,114,3,2,Single, , ,2,3,2,4,11,4,2,3,5,1,2,2,2,4,4,2,6,1,2,6,2,2,4,5,2,2,1,5,2,2,2.333333333,2.4,1.333333333,3,5,2.5,5.5,2.818181818,1,6,2,4,4,5,2,3,2.333333333,1,1,1,2,1,1,7,5,5,5,3,18,0,1,1,7,3,7,3,9,3,2,2,1,2,2,5,13,7,25,No,,No
mturk,63015,16:28:06,427684853,"Yes, I consent to participate in this study",Yes,League of Legends,Child of Light,Tera,,,7,5,1, , ,2,14,2,10,2,2,,,,,8.666666667,30,Female,1,US,4,moremindlessviolence.html,V,45,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,6,5,4,5,20,4,6,3,5,4,2,3,2,1,1,1,7,3,3,2,6,3,7,6,2,1,1,2,5,5,3.833333333,2.6,4.333333333,1,4,4,6,3.590909091,3,6,3,3,3,3,5,5,3,1,1,2,1,1,1,7,5,5,5,5,20,1,5-Jun,3,9,1,8,2,9,5,1,1,2,6,4,12,12,7,31,No,no,No
mturk,63015,16:49:45,428157830,"Yes, I consent to participate in this study",Yes,FIFA 15,Madden 15,,,,2,1, , , ,1,2,3,3,,,,,,,2.5,20,Male,2,United States,1,perfectbalance.html,NV,1000,4,7,In an open relationship/casually dating,Under one year,About the same age,5,5,4,5,19,5,7,5,3,7,5,5,3,5,2,3,5,5,6,3,5,5,7,7,3,3,6,6,3,5,4.833333333,4.2,6.333333333,2.5,6.5,6.5,4,4.909090909,2,5,5,3,7,7,2,3,3.333333333,1,1,1,1,1,1,6,3,3,3,2,11,2,0,0,3,6,3,7,9,4,4,2,3,1,1,5,16,10,31,No,,No
mturk,63015,16:18:04,429089784,"Yes, I consent to participate in this study",Yes,candy crush,yahtzee,shark attack,tetris blitz,Oddworld,7,7,6,5,5,1,7,1,7,6,36,1,5,6,30,17,49,Female,1,USA,3,bubbleshooter.html,NV,1160,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,7,7,6,7,27,7,6,5,3,5,7,7,7,7,3,1,7,5,7,3,5,5,7,6,6,2,5,5,5,5,6,6.4,5.333333333,2.5,5.5,6,5,5.545454545,3,7,5,5,5,5,6,2,4.333333333,1,1,1,1,1,1,6,2,2,1,1,6,1,5-Jun,5-Jun,7,6,2,8,9,4,3,3,2,6,6,14,21,10,45,No,,No
mturk,63015,15:06:55,429813307,"Yes, I consent to participate in this study",Yes,Halo,Fifa 15,Dragon Age Inquisition,nba 2k15,elder scrolls online,7,7,4,2,3,6,42,1,7,6,24,1,2,5,15,18,23,Male,2,United States ,2,pongnop.html,NV,1185,5,7,Single,Under one year, ,3,3,3,3,12,3,4,5,3,3,5,3,3,3,3,5,3,3,5,5,3,5,5,6,2,3,3,5,2,3,3.5,3.2,3.333333333,3,5.5,4,3,3.545454545,3,6,3,5,7,6,3,2,3.666666667,1,1,1,1,1,1,6,2,2,2,3,9,3,1,3,7,3,3,7,9,7,7,8,4,2,4,10,17,22,49,No,,No
mturk,63015,23:15:16,436072079,"Yes, I consent to participate in this study",Yes,Don't Starve,Lego Jurassic World,Battle Block Theatre,Almost Sometimes Monsters,Super Mario,4,5,7,5,6,3,12,5,25,3,21,5,25,2,12,19,26,Female,1,U.S.A.,5,deanimator.html,V,16,2,3,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,5,5,4,5,19,6,5,3,5,6,5,5,3,3,1,2,6,3,5,5,3,3,5,5,3,1,2,5,2,5,4.333333333,3.4,4.666666667,1,5,3.5,5.5,3.954545455,6,6,5,5,3,6,3,3,5.333333333,2,1,2,1,1,1,8,2,2,2,1,7,1,3,2,7,7,3,7,9,6,2,6,2,4,3,9,21,14,44,No,need timer for game,No
mturk,63015,18:00:49,440869680,"Yes, I consent to participate in this study",Yes,The Walking Dead,Assasins Creed,Game of Thrones,,,4,4,6, , ,7,28,7,28,7,42,,,,,32.66666667,45,Female,1,us,4,moremindlessviolence.html,V,16,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,3,3,3,4,13,3,7,5,3,5,3,3,5,3,3,1,7,3,3,6,2,2,3,5,5,3,1,5,3,3,2.833333333,3.6,5,3,5,2,5,3.636363636,1,7,1,1,3,7,6,3,1,1,1,2,1,1,1,7,2,1,2,1,6,1,1,3,6,3,6,4,9,2,2,2,2,2,4,8,13,6,27,No,Thanks,No
mturk,63015,16:06:49,44202773,"Yes, I consent to participate in this study",Yes,mario kart,super smash brothers,hearthstone,,,5,4,3, , ,2,10,4,16,3,9,,,,,11.66666667,25,Female,1,USA,5,deanimator.html,V,87,4,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,7,7,6,7,27,7,3,2,6,1,7,7,6,5,1,1,7,2,7,3,5,7,7,7,6,4,7,7,7,7,7,5.8,2,2.5,7,7,6.5,5.590909091,1,7,1,1,5,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,4,1,2,4,9,7,1,9,9,3,2,2,2,3,5,10,25,7,42,No,n/a,No
mturk,63015,18:32:53,442452198,"Yes, I consent to participate in this study",Yes,Halo 3,Gears of War,Flow Free,Temple Run 2,Agent Dash,4,4,7,7,5,5,20,6,24,1,7,2,14,2,10,15,46,Male,2,USA,4,moremindlessviolence.html,V,19,3,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,4,3,3,4,14,3,4,4,4,3,3,3,3,2,2,2,6,4,3,5,3,3,3,5,2,3,3,4,1,4,2.833333333,2.6,3.666666667,2.5,4.5,3,5,3.227272727,2,6,3,3,4,7,2,3,2.666666667,1,1,2,2,1,1,8,2,2,3,2,9,1,0,0,7,3,6,4,9,2,1,1,2,1,1,4,14,4,22,No,no issues,No
mturk,63015,22:23:49,443099122,"Yes, I consent to participate in this study",Yes,Okami,Kingdom Hearts Birth By Sleep,,,,7,4, , , ,2,14,3,12,,,,,,,13,23,Female,1,USA,1,perfectbalance.html,NV,2207,3,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,5,5,5,20,5,7,2,6,7,4,5,4,3,3,2,6,6,5,3,5,5,5,5,5,3,4,5,5,5,5,4.2,6.666666667,3,5,4.5,6,4.909090909,3,5,4,4,5,6,3,3,3.666666667,1,1,1,1,1,1,6,3,5,3,3,14,1,1,2,9,7,2,8,9,3,3,3,2,2,3,7,24,9,40,No,,No
mturk,63015,15:52:39,443337848,"Yes, I consent to participate in this study",Yes,black ops 2,call of duty,trivia crack,words with friends,double down casino,7,5,7,7,4,7,49,7,35,1,7,1,7,1,4,20.4,49,Female,1,USA,1,perfectbalance.html,NV,963,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,5,5,5,4,19,6,5,3,5,1,5,5,4,4,1,1,7,1,7,7,1,5,3,6,1,1,2,4,4,5,5.333333333,3,2.333333333,1,5,2.5,6,3.772727273,4,5,1,1,1,7,1,1,2,1,1,1,1,1,1,6,1,1,1,1,4,1,1,1,5,1,9,1,9,1,1,1,2,2,2,6,7,3,16,No,no,No
mturk,63015,16:26:10,446203397,"Yes, I consent to participate in this study",Yes,The Last of Us,Trials Fusion,Clash of Clans,Metal Gear Solid,Mortal Kombat X,7,6,7,2,2,7,49,2,12,5,35,6,12,7,14,24.4,20,Male,2,United States,3,bubbleshooter.html,NV,2700,4,7,In an open relationship/casually dating,Under one year,About the same age,6,5,5,5,21,4,7,7,1,5,5,5,4,4,3,3,5,4,3,5,3,4,4,7,4,4,4,7,2,5,3.833333333,4,5.333333333,3.5,7,4,3,4.272727273,1,7,2,7,7,7,5,2,3.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,1,0,9,9,1,9,9,6,5,4,2,2,1,5,27,15,47,No,No.,No
mturk,63015,12:54:57,448337047,"Yes, I consent to participate in this study",Yes,Grand Theft Auto V,The Order,Farcry 4,Final Fantasy 14,Summoners ,7,6,5,4,4,7,49,7,42,7,35,5,20,5,20,33.2,31,Male,2,USA,5,deanimator.html,V,58,4,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,7,6,5,6,24,6,7,2,6,5,7,6,6,5,3,1,7,5,5,1,7,2,6,5,7,5,5,5,4,6,4.833333333,6.4,5.666666667,4,5,5.5,6.5,5.454545455,5,7,5,4,1,6,5,1,4.666666667,1,1,1,1,1,1,6,5,3,2,3,13,1,7-Sep,5-Jun,8,8,3,7,9,3,9,5,2,7,6,15,23,17,55,No,no,No
mturk,63015,16:54:43,449432623,"Yes, I consent to participate in this study",Yes,Warcraft 3,Heros of the Strom,Rust,Team Fortress 2,Dota,4,3,2,1,3,6,24,6,18,7,14,7,7,5,15,15.6,18,Male,2,USA,1,perfectbalance.html,NV,8000,5,4,Single, , ,4,4,4,4,16,4,6,3,5,6,4,5,4,5,3,2,6,5,5,7,1,1,4,2,4,1,4,3,2,4,3.5,3.6,5.666666667,2,2.5,4,5.5,3.818181818,4,3,4,4,6,5,1,3,4,1,1,1,1,1,1,6,4,4,4,5,17,0,0,0,3,1,8,2,9,2,8,5,1,1,1,3,6,15,24,No,None,No
mturk,63015,14:50:46,449930328,"Yes, I consent to participate in this study",Yes,Ultra Street Fighter IV,Clicker Heroes,Hand of Fate,Metal Gear Solid 4,Darkest Dungeon,7,7,4,3,4,5,35,2,14,5,20,6,18,5,20,21.4,25,Male,2,United States,2,pongnop.html,NV,0,1,5,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,5,6,4,4,19,3,5,5,3,2,6,3,3,3,2,2,6,5,3,5,3,1,3,5,5,4,3,5,1,3,2.333333333,4,4,3,5,3,4.5,3.5,2,6,5,5,3,5,5,5,4,1,1,1,1,1,1,6,3,3,3,3,12,1,0,0,8,3,6,4,9,2,2,2,2,1,1,4,15,6,25,No,"Game did not load, only music",No
mturk,63015,15:53:36,449950580,"Yes, I consent to participate in this study",Yes,Cities: Skylines,Factorio,Rift,Grand Theft Auto V,,6,7,4,4, ,1,6,5,35,6,24,7,28,,,23.25,27,Male,2,United States,5,deanimator.html,V,26,4,4,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,5,5,4,7,21,4,7,2,6,7,2,4,2,1,1,1,7,7,2,7,1,1,4,7,1,1,1,7,1,5,2.833333333,1.4,7,1,7,2.5,6.5,3.590909091,1,6,1,5,7,7,4,2,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,0,1,9,4,1,9,9,7,2,7,2,1,2,5,22,16,43,No,No,No
mturk,63015,16:10:32,450298232,"Yes, I consent to participate in this study",Yes,Bejeweled Blitz,Phoenix Wright Ace Attorney,Umineko no Naku Koro ni,Mario Party,Dynasty Warriors Gundam,6,4,5,4,2,1,6,1,4,6,30,1,4,6,12,11.2,28,Female,1,USA,5,deanimator.html,V,11,3,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little older,6,5,4,5,20,3,1,6,2,1,3,6,5,2,5,2,6,1,5,5,3,5,6,6,2,6,5,5,3,6,4.666666667,3,1,5.5,5.5,5.5,4,3.954545455,6,5,5,5,5,6,2,5,5.333333333,1,1,2,1,1,1,7,2,5,2,3,12,2,1,1,6,2,7,3,9,3,2,2,3,2,2,7,11,7,25,No,None,No
mturk,63015,21:07:26,451138373,"Yes, I consent to participate in this study",Yes,words with friends,family feud,mario,none,none,7,7,4,1,1,1,7,1,7,1,4,1,1,1,1,4,35,Female,1,usa,1,perfectbalance.html,NV,946,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,6,6,5,6,23,5,7,4,4,7,4,4,3,3,1,1,7,3,3,5,3,2,5,5,3,3,3,3,3,3,3.333333333,3.2,5.666666667,2,4,4,5.5,3.818181818,6,6,6,6,5,5,5,3,6,1,1,1,1,1,1,6,3,3,3,3,12,1,0,0,1,1,8,2,9,1,1,1,2,1,1,4,4,3,11,No,no,No
mturk,63015,18:37:30,451831553,"Yes, I consent to participate in this study",Yes,Final Fantasy XIII,Final Fantasy I,Final Fantasy IX,Final Fantasy VIII,Final Fantasy VII,5,4,6,3,1,5,25,5,20,5,30,5,15,5,5,19,28,Female,1,USA,3,bubbleshooter.html,NV,7810,5,7,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,5,5,5,5,20,4,2,1,7,1,4,5,5,5,3,1,7,1,4,2,6,4,4,3,5,2,4,3,5,5,4.5,5,1.333333333,2.5,3,4,7,4.045454545,1,7,1,1,5,5,5,1,1,1,1,1,1,1,1,6,3,1,1,1,6,2,5-Jun,7-Sep,9,9,1,9,9,2,1,1,3,6,7,16,27,4,47,No,,No
mturk,63015,14:48:53,452496037,"Yes, I consent to participate in this study",Yes,Call of Duty Advance Warfare,Titanfall,Halo 4,Grand Theft Auto V,Assassins Creed IV,6,4,5,7,4,6,36,3,12,3,15,6,42,6,24,25.8,24,Male,2,United States,4,moremindlessviolence.html,V,30,3,7,Single,1-2 years,A little younger,6,5,6,7,24,5,6,5,3,6,4,5,4,3,3,4,4,7,5,5,3,4,5,6,3,3,3,5,3,5,4.5,3.4,6.333333333,3,5.5,4,3.5,4.318181818,1,6,5,5,6,6,2,2,3.666666667,1,1,1,1,1,1,6,5,3,5,5,18,1,0,0,4,3,6,4,9,2,1,1,2,1,1,4,11,4,19,No,None,No
mturk,63015,16:10:47,453852868,"Yes, I consent to participate in this study",Yes,Aion,Fallout 3,Modern Warfare,The Sims,World of Warcraft,7,6,6,4,3,2,14,5,30,6,36,1,4,3,9,18.6,27,Female,1,USA,1,perfectbalance.html,NV,1013,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,7,7,7,7,28,7,7,1,7,6,1,6,3,2,1,1,7,3,2,2,6,2,3,3,2,1,1,5,5,6,4.666666667,2.8,5.333333333,1,4,2,7,3.909090909,7,7,5,5,7,7,1,1,5.666666667,1,1,1,1,1,1,6,2,2,3,2,9,1,0,0,1,1,9,1,9,2,2,2,2,1,1,4,3,6,13,No,,No
mturk,63015,21:15:11,454631863,"Yes, I consent to participate in this study",Yes,lego,halo,hitman,,,4,2,2,1,1,1,4,7,14,7,14,,0,,0,6.4,33,Female,1,united states,2,pongnop.html,NV,1433,5,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,5,5,4,6,20,2,1,2,6,1,2,1,2,2,5,1,7,1,1,7,1,1,6,6,2,3,1,6,7,2,2.333333333,1.8,1,4,6,3.5,6.5,3,5,5,7,7,6,7,1,2,6.333333333,1,1,2,1,1,1,7,2,1,1,1,5,1,Oct-19,20+,9,9,1,9,9,1,1,1,2,8,9,19,27,3,49,Yes,,No
mturk,63015,15:35:08,455973371,"Yes, I consent to participate in this study",Yes,dig dug,candy crush saga,,,,5,5, , , ,1,5,1,5,,,,,,,5,55,Female,1,USA,4,moremindlessviolence.html,V,15,2,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,6,6,5,6,23,6,6,4,4,7,2,3,6,6,1,2,6,5,3,5,3,2,5,7,4,1,5,6,2,5,3.5,4.2,6,1,6.5,5,5,4.318181818,2,7,5,6,5,6,1,2,4.333333333,1,1,1,1,1,1,6,1,2,2,2,7,1,5-Jun,4,6,1,8,2,9,5,4,3,2,6,5,13,9,12,34,No,The game was dumb :),No
mturk,63015,14:52:51,459568236,"Yes, I consent to participate in this study",Yes,Diablo 3,Final Fantasy Type 0,Elona,Yakuza 4,Dragon's Dogma,7,7,7,4,4,6,42,6,42,5,35,6,24,6,24,33.4,31,Male,2,United States,3,bubbleshooter.html,NV,5000,4,7,Single, , ,4,4,3,3,14,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,2,4,6,3,4,2,6,2,4,3.333333333,3.6,4,4,6,3,3.5,3.772727273,1,7,4,4,5,5,5,3,3,1,1,1,1,1,1,6,4,3,4,3,14,0,0,0,1,1,9,1,9,6,6,6,1,1,1,3,3,18,24,No,Nothing,No
mturk,63015,15:51:44,461473583,"Yes, I consent to participate in this study",Yes,spider solitaire,zoo world2,,,,7,5, , , ,1,7,1,5,,,,,,,6,50,Female,1,USA,2,pongnop.html,NV,641,4,1,Single, , ,4,4,3,3,14,3,3,2,6,2,4,2,2,5,2,1,7,2,3,5,3,1,5,5,3,1,1,1,1,3,2.166666667,3.4,2.333333333,1.5,3,3,6.5,2.954545455,2,7,1,1,3,6,6,1,1.333333333,1,1,1,1,1,1,6,2,1,2,3,8,0,0,0,1,1,9,1,9,1,2,1,1,1,1,3,3,4,10,No,no,No
mturk,63015,14:39:30,461478337,"Yes, I consent to participate in this study",Yes,Mario Kart 8,Call of Duty,Forza Horizon,Lego marvel,Minecraft,5,4,4,3,1,2,10,6,24,5,20,2,6,2,2,12.4,40,Male,2,USA,3,bubbleshooter.html,NV,5200,4,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,6,6,5,6,23,6,7,3,5,7,3,3,5,3,2,2,6,6,5,3,5,2,4,5,5,2,2,5,1,5,3.666666667,4.2,6.666666667,2,5,3,5.5,4.272727273,1,6,2,2,5,7,2,3,1.666666667,1,1,2,1,1,1,7,1,1,1,1,4,1,2,2,7,4,4,6,9,6,4,5,2,3,3,8,17,15,40,No,Not time to see score,No
mturk,63015,15:20:15,461602699,"Yes, I consent to participate in this study",Yes,halo,galaga,sims,pinball,flash pocket,7,6,5,5,3,5,35,3,18,3,15,3,15,3,9,18.4,35,Female,1,usa,1,perfectbalance.html,NV,1071,1,2,In an open relationship/casually dating,1-2 years,About the same age,7,6,4,4,21,7,7,2,6,7,5,7,5,6,1,1,7,6,5,1,7,3,7,5,6,2,6,3,1,7,5,5.8,6.666666667,1.5,4,6.5,6.5,5.272727273,1,7,1,2,6,6,5,2,1.333333333,1,1,1,1,1,1,6,3,2,1,3,9,1,1,0,1,1,9,1,9,1,1,1,2,2,1,5,3,3,11,No,thanks,No
mturk,63015,15:00:39,461825958,"Yes, I consent to participate in this study",Yes,Mystery Case Files Dire Grove,Lost in the City,Safecracker,,,4,5,5, , ,2,8,3,15,2,10,,,,,11,47,Female,1,United States,5,deanimator.html,V,5,1,7,Single, , ,1,2,1,2,6,4,1,1,7,1,1,3,1,1,1,1,7,1,3,5,3,3,2,1,1,1,2,1,4,3,3.333333333,1.4,1,1,1,2,7,2.363636364,1,6,1,1,5,3,3,4,1,1,2,4,2,1,2,12,1,1,3,1,6,0,0,1,7,5,4,6,9,2,2,2,1,1,2,4,18,6,28,No,The game was impossible,No
mturk,63015,19:07:54,463143585,"Yes, I consent to participate in this study",Yes,candy crush,cookie jam,mortal kombat,crash bandicoot,royal dice,7,7,1,1,7,1,7,1,7,6,6,1,1,1,7,5.6,39,Female,1,usa,2,pongnop.html,NV,1507,5,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,6,3,4,6,19,7,7,3,5,7,3,3,3,3,2,1,7,7,3,3,5,6,6,5,5,1,5,5,1,5,4.166666667,3.8,7,1.5,5,5.5,6,4.590909091,1,1,1,1,3,5,3,3,1,1,1,2,1,1,1,7,3,3,3,3,12,1,5-Jun,Oct-19,3,4,3,7,9,1,1,1,2,6,8,16,14,3,33,No,,No
mturk,63015,15:52:36,464403759,"Yes, I consent to participate in this study",Yes,kingdom hearts,mario brothers,mario kart,kingdom hearts 2,jaws,6,5,4,5,4,5,30,2,10,4,16,5,25,2,8,17.8,31,Female,1,USA,4,moremindlessviolence.html,V,4,5,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,7,7,4,7,25,7,7,2,6,7,7,6,6,6,2,1,7,7,6,1,7,4,6,5,6,4,5,5,4,7,5.666666667,6.4,7,3,5,5.5,6.5,5.772727273,2,7,1,4,5,5,1,2,2.333333333,1,1,1,1,1,1,6,4,4,5,5,18,1,0,0,5,2,9,1,9,1,1,1,2,1,1,4,8,3,15,No,no,No
